packetGen Network.nodeTx.gen (#0 - General-0-20250513-01:10:37-15452),,bufferSize Network.nodeTx.traTx (#0 - General-0-20250513-01:10:37-15452),,bufferSize Network.queue (#0 - General-0-20250513-01:10:37-15452),,bufferSize Network.nodeRx.traRx (#0 - General-0-20250513-01:10:37-15452),,Delay Network.nodeRx.sink (#0 - General-0-20250513-01:10:37-15452),,packetUsed Network.nodeRx.sink (#0 - General-0-20250513-01:10:37-15452),,bufferSize Network.appQueue (#0 - General-0-20250513-01:10:37-15452),
0.079587450457,1,0.079587450457,1,0.179687450457,1,0.379787450457,1,0.479787450457,0.4002,0.479787450457,1,0.579787450457,1
0.169443489305,1,0.169443489305,1,0.279687450457,1,0.579787450457,1,0.679787450457,0.510343961151999979,0.679787450457,1,0.779787450457,1
0.29503656511,1,0.29503656511,1,0.39513656511,1,0.779787450457,1,0.879787450457,0.584750885347000036,0.879787450457,1,0.979787450457,1
0.480996986317,1,0.480996986317,1,0.581096986317,1,0.979787450457,1,1.079787450457,0.59879046413999992,1.079787450457,1,1.179787450457,1
0.573319299464,1,0.573319299464,1,0.681096986317,2,1.179787450457,1,1.279787450457,0.706468150992999973,1.279787450457,1,1.379787450457,1
0.768473833052,1,0.768473833052,1,0.868573833052,2,1.379787450457,1,1.479787450457,0.711313617404999873,1.479787450457,1,1.579787450457,1
0.84719394705,1,0.84719394705,1,0.973573833052,3,1.579787450457,1,1.679787450457,0.832593503406999998,1.679787450457,1,1.779787450457,1
1.03509035247,1,1.03509035247,1,1.13519035247,3,1.779787450457,1,1.879787450457,0.844697097986999875,1.879787450457,1,1.979787450457,1
1.090195201137,1,1.090195201137,1,1.24019035247,3,1.979787450457,1,2.079787450457,0.98959224932,2.079787450457,1,2.179787450457,1
1.187895843776,1,1.187895843776,1,1.34519035247,4,2.179787450457,1,2.279787450457,1.091891606681000045,2.279787450457,1,2.379787450457,1
1.291711773842,1,1.291711773842,1,1.45019035247,4,2.379787450457,1,2.479787450457,1.188075676615000015,2.479787450457,1,2.579787450457,1
1.340224590214,1,1.340224590214,2,1.55519035247,5,2.579787450457,1,2.679787450457,1.33956286024299986,2.679787450457,1,2.779787450457,1
1.397776509902,1,1.397776509902,2,1.66019035247,5,2.779787450457,1,2.879787450457,1.482010940554999928,2.879787450457,1,2.979787450457,1
1.433092423816,1,1.433092423816,3,1.76519035247,6,2.979787450457,1,3.079787450457,1.646695026640999863,3.079787450457,1,3.179787450457,1
1.65544486602,1,1.65544486602,2,1.87019035247,6,3.179787450457,1,3.279787450457,1.624342584437000075,3.279787450457,1,3.379787450457,1
1.661283332929,1,1.661283332929,3,1.97519035247,7,3.379787450457,1,3.479787450457,1.818504117527999666,3.479787450457,1,3.579787450457,1
1.992774560922,1,1.992774560922,1,2.092874560922,7,3.579787450457,1,3.679787450457,1.687012889535000053,3.679787450457,1,3.779787450457,1
2.024610175006,1,2.024610175006,1,2.197874560922,7,3.779787450457,1,3.879787450457,1.855177275451000077,3.879787450457,1,3.979787450457,1
2.072970385501,1,2.072970385501,2,2.302874560922,8,3.979787450457,1,4.079787450457,2.006817064955999533,4.079787450457,1,4.179787450457,1
2.137915020326,1,2.137915020326,2,2.407874560922,8,4.179787450457,1,4.279787450457,2.141872430130999472,4.279787450457,1,4.379787450457,1
